iter	F1	Logloss
109	0.6488888889	0.2186883038
110	0.6488888889	0.2184526373
111	0.6607929515	0.2174147891
112	0.6666666667	0.2164406776
113	0.6666666667	0.2155376747
114	0.6666666667	0.2144780394
115	0.683982684	0.2141341837
116	0.683982684	0.2132695997
117	0.683982684	0.2132285743
118	0.683982684	0.2128188614
119	0.6896551724	0.2124478601
120	0.6896551724	0.2116771102
121	0.6896551724	0.2107821007
122	0.69527897	0.2096044615
123	0.7008547009	0.2086241271
124	0.7063829787	0.2072602423
125	0.7118644068	0.2065484778
126	0.7118644068	0.2065128812
127	0.7172995781	0.2055090407
128	0.7063829787	0.2046017179
129	0.7063829787	0.2037138185
130	0.7172995781	0.2026965343
131	0.7172995781	0.202278907
132	0.7226890756	0.2022133253
133	0.7280334728	0.2017258309
134	0.7280334728	0.2008611674
135	0.7333333333	0.199912684
136	0.7333333333	0.1988951421
137	0.7333333333	0.1977215275
138	0.7333333333	0.1967483786
139	0.7333333333	0.1961960754
140	0.7333333333	0.1950868835
141	0.7385892116	0.1935830875
142	0.7333333333	0.1928375671
143	0.7385892116	0.1919818231
144	0.7385892116	0.1913398604
145	0.7385892116	0.1912683883
146	0.7385892116	0.1905265438
147	0.7489711934	0.189836503
148	0.7489711934	0.1891436009
149	0.7489711934	0.188796699
150	0.7489711934	0.1881117436
151	0.7489711934	0.1874220646
152	0.7489711934	0.1864990302
153	0.7489711934	0.1859696357
154	0.7540983607	0.1850473737
155	0.7540983607	0.1842507765
156	0.7540983607	0.1839382657
157	0.7540983607	0.1831256346
158	0.7591836735	0.1817230779
159	0.7642276423	0.1809767024
160	0.7642276423	0.1803187223
161	0.7692307692	0.1795381348
162	0.7692307692	0.1794253881
163	0.7741935484	0.1792876894
164	0.7741935484	0.17845359
165	0.7888446215	0.1769388041
166	0.7888446215	0.1760027837
167	0.7888446215	0.1751229586
168	0.7888446215	0.1742241212
169	0.7936507937	0.1734716854
170	0.7984189723	0.1724909448
171	0.8031496063	0.1717075645
172	0.8078431373	0.1705445185
173	0.8031496063	0.1700014126
174	0.8078431373	0.1690151094
175	0.8078431373	0.1683542753
176	0.8125	0.1678797029
177	0.8171206226	0.166722133
178	0.8217054264	0.1662242316
179	0.8217054264	0.1662061494
180	0.8262548263	0.1657332505
181	0.8262548263	0.1647786047
182	0.8262548263	0.1641162667
183	0.8262548263	0.1635720458
184	0.8262548263	0.1622017418
185	0.8307692308	0.1615431248
186	0.8307692308	0.1606629179
187	0.8307692308	0.159864092
188	0.8396946565	0.1592363783
189	0.8396946565	0.1588631405
190	0.8396946565	0.1583638633
191	0.8396946565	0.1574739923
192	0.8396946565	0.1570150407
193	0.8396946565	0.1565710245
194	0.8396946565	0.1565508858
195	0.8484848485	0.1555760947
196	0.8528301887	0.1546975439
197	0.8528301887	0.1537678354
198	0.8571428571	0.153069148
199	0.8571428571	0.1527226095
200	0.8571428571	0.1517670107
201	0.8571428571	0.1511323667
202	0.8656716418	0.1508546735
203	0.861423221	0.1499744204
204	0.8698884758	0.1496225026
205	0.8740740741	0.1491658028
206	0.8740740741	0.1484849503
207	0.8782287823	0.1481280962
208	0.8782287823	0.1474065153
209	0.8823529412	0.1468444622
210	0.8823529412	0.1463865704
211	0.8823529412	0.1453544297
212	0.8823529412	0.144546587
213	0.8823529412	0.1439182977
214	0.8823529412	0.143387892
215	0.8864468864	0.1427200889
216	0.8864468864	0.1416468906
217	0.8823529412	0.1411595724
218	0.8945454545	0.1405495472
219	0.8945454545	0.1402802957
220	0.8945454545	0.1400955997
221	0.8905109489	0.1389942112
222	0.8945454545	0.1385693434
223	0.8945454545	0.1380205289
224	0.8945454545	0.1373890513
225	0.8945454545	0.1367393371
226	0.8945454545	0.1362396168
227	0.8905109489	0.1355506309
228	0.8905109489	0.1352387222
229	0.8905109489	0.1348095756
230	0.8945454545	0.1339948442
231	0.8985507246	0.1339497088
232	0.9025270758	0.13341662
233	0.8985507246	0.132660026
234	0.9025270758	0.1322921411
235	0.9103942652	0.1317581493
236	0.9181494662	0.1310130732
237	0.9181494662	0.1304001677
238	0.9181494662	0.1298907138
239	0.9181494662	0.1293132065
240	0.9181494662	0.1286047991
241	0.9181494662	0.1283635056
242	0.9181494662	0.1273911365
243	0.9181494662	0.1267494077
244	0.9219858156	0.1261216262
245	0.9219858156	0.1259005659
246	0.9219858156	0.1251335537
247	0.9219858156	0.124496882
248	0.9219858156	0.1236795936
249	0.9219858156	0.1231059352
250	0.9219858156	0.1227453507
251	0.9219858156	0.1217959633
252	0.925795053	0.121335796
253	0.9219858156	0.1209132724
254	0.9219858156	0.120471514
255	0.9219858156	0.1200138513
256	0.925795053	0.1197356692
257	0.925795053	0.1190077918
258	0.925795053	0.1185842332
259	0.925795053	0.1182489169
260	0.9295774648	0.1176235114
261	0.9295774648	0.1170853182
262	0.9295774648	0.1165992174
263	0.9295774648	0.1162597564
264	0.9295774648	0.1160219962
265	0.9295774648	0.1156225606
266	0.9295774648	0.1154012036
267	0.9295774648	0.1152259299
268	0.9295774648	0.1148274924
269	0.9295774648	0.1140755172
270	0.9333333333	0.1132831032
271	0.9333333333	0.1129270883
272	0.9333333333	0.1119487649
273	0.9333333333	0.1115430598
274	0.9407665505	0.1111027073
275	0.9407665505	0.1107147366
276	0.9407665505	0.1103038408
277	0.9407665505	0.1098058137
278	0.9444444444	0.1090905614
279	0.9444444444	0.1086926472
280	0.9444444444	0.1082451546
281	0.9444444444	0.1077185758
282	0.9444444444	0.1069877679
283	0.9444444444	0.1066769689
284	0.9444444444	0.1061915015
285	0.9444444444	0.1054181169
286	0.9444444444	0.1048402975
287	0.9444444444	0.1040647085
288	0.9444444444	0.1034799225
289	0.9444444444	0.1029474851
290	0.9444444444	0.1024585479
291	0.9444444444	0.1021057908
292	0.9480968858	0.1013808919
293	0.9480968858	0.1009838672
294	0.9517241379	0.1001175806
295	0.9553264605	0.09971636974
296	0.9553264605	0.0991224753
297	0.9553264605	0.09878413689
298	0.9589041096	0.09816683254
299	0.9553264605	0.09765730482
300	0.9589041096	0.09719787845
301	0.9589041096	0.09692225983
302	0.9589041096	0.09641520442
303	0.9589041096	0.09613134388
304	0.9589041096	0.09564758013
305	0.9589041096	0.09518684824
306	0.9589041096	0.09450924253
307	0.9589041096	0.09426065068
308	0.9589041096	0.0939302657
309	0.9589041096	0.09334552561
310	0.9589041096	0.09326873015
311	0.9589041096	0.09291640423
312	0.9589041096	0.09237520389
313	0.9589041096	0.09210377234
314	0.9624573379	0.09189349737
315	0.9624573379	0.09132125556
316	0.9624573379	0.09068367039
317	0.9624573379	0.09028072007
318	0.9624573379	0.08994912865
319	0.9624573379	0.08949718568
320	0.9624573379	0.08917362503
321	0.9624573379	0.08887546966
322	0.9624573379	0.08857863216
323	0.9624573379	0.08813089475
324	0.9659863946	0.08758125574
325	0.9659863946	0.08715659851
326	0.9659863946	0.086915456
327	0.9659863946	0.08627287678
328	0.9659863946	0.08577374721
329	0.9659863946	0.08550782602
330	0.9694915254	0.08518119294
331	0.9694915254	0.08505831881
332	0.9694915254	0.08455006134
333	0.9694915254	0.08432610702
334	0.9694915254	0.08397776139
335	0.9694915254	0.08385318464
336	0.9694915254	0.08363655944
337	0.9694915254	0.08322471918
338	0.972972973	0.08301240213
339	0.972972973	0.08244478145
340	0.972972973	0.08200508878
341	0.9694915254	0.08155964721
342	0.9694915254	0.081432949
343	0.972972973	0.08120522067
344	0.972972973	0.080923219
345	0.972972973	0.08063128571
346	0.972972973	0.08041727913
347	0.972972973	0.07991493309
348	0.9764309764	0.07970033672
349	0.9764309764	0.07923859348
350	0.9764309764	0.07903921515
351	0.9764309764	0.07862102027
352	0.972972973	0.07806183323
353	0.9764309764	0.07772398041
354	0.9764309764	0.07741127905
355	0.972972973	0.07702615623
356	0.9764309764	0.07663047652
357	0.983277592	0.0762551137
358	0.983277592	0.07583284269
359	0.9866666667	0.07572307535
360	0.983277592	0.07554079396
361	0.9866666667	0.07510956289
362	0.9866666667	0.07470664413
363	0.9866666667	0.07448693253
364	0.9866666667	0.07426629626
365	0.9866666667	0.07380166078
366	0.9866666667	0.07325848221
367	0.9866666667	0.07287641983
368	0.9866666667	0.07244837721
369	0.9900332226	0.0720647639
370	0.9900332226	0.07166631855
371	0.9900332226	0.07130408189
372	0.9900332226	0.07099931218
373	0.9900332226	0.07067178094
374	0.9900332226	0.07044807883
375	0.9900332226	0.07007806892
376	0.9900332226	0.06971620029
377	0.9900332226	0.06941786776
378	0.9900332226	0.06918871805
379	0.9900332226	0.0690764906
380	0.9900332226	0.06876836974
381	0.9900332226	0.06860838477
382	0.9900332226	0.06834275374
383	0.9900332226	0.06821267622
384	0.9900332226	0.06784242357
385	0.9900332226	0.06752671927
386	0.9900332226	0.06714843858
387	0.9900332226	0.06689197421
388	0.9933774834	0.06665658118
389	0.9933774834	0.06622298423
390	0.9933774834	0.06592200758
391	0.9933774834	0.06568393734
392	0.9933774834	0.06556631464
393	0.9933774834	0.06524429141
394	0.9933774834	0.06495873965
395	0.9933774834	0.06490629934
396	0.9933774834	0.06470653034
397	0.9933774834	0.0643671246
398	0.9933774834	0.06430812112
399	0.9933774834	0.0641551977
400	0.99669967	0.06392083462
401	0.99669967	0.06367952022
402	0.99669967	0.06348293875
403	0.99669967	0.06328192358
404	0.99669967	0.06293476058
405	0.99669967	0.06260278665
406	0.99669967	0.06243239006
407	0.99669967	0.06229789184
408	0.99669967	0.06202908355
409	0.99669967	0.06169886202
410	0.99669967	0.06133372025
411	0.99669967	0.06119540139
412	0.99669967	0.06100913283
413	0.99669967	0.06084919931
414	0.99669967	0.06072697024
415	0.99669967	0.06047794742
416	0.99669967	0.06015876596
417	0.99669967	0.05974823335
418	0.99669967	0.05970224625
419	0.99669967	0.05963936472
420	0.99669967	0.05938648771
421	0.99669967	0.05916281544
422	0.99669967	0.05894754201
423	0.99669967	0.05886755229
424	0.99669967	0.05869195369
425	0.99669967	0.05848347379
426	0.99669967	0.05840671363
427	0.99669967	0.05824958181
428	0.99669967	0.05809561919
429	0.99669967	0.05786043963
430	0.99669967	0.05766054559
431	0.99669967	0.05750500512
432	0.99669967	0.0574286029
433	0.99669967	0.05735172878
434	0.99669967	0.05706036132
435	0.99669967	0.05677834668
436	0.99669967	0.0565715537
437	0.99669967	0.05639979024
438	0.99669967	0.0562899685
439	0.99669967	0.05607217502
440	0.99669967	0.05592408291
441	0.99669967	0.05568014717
442	0.99669967	0.05539730993
443	0.99669967	0.05530987403
444	0.99669967	0.05512574662
445	0.99669967	0.05484403817
446	0.99669967	0.05471757396
447	0.99669967	0.05446466755
448	0.99669967	0.0542451931
449	0.99669967	0.05394722879
450	0.99669967	0.05372348312
451	0.99669967	0.05328056852
452	0.99669967	0.05317437802
453	0.99669967	0.05289345568
454	0.99669967	0.05265440452
455	0.99669967	0.05230605514
456	0.99669967	0.05217583921
457	0.99669967	0.05206492552
458	0.99669967	0.05193161168
459	0.99669967	0.05168297333
460	0.99669967	0.05164683851
461	0.99669967	0.05152523462
462	0.99669967	0.0514902546
463	0.99669967	0.0514377257
464	0.99669967	0.05131620618
465	0.99669967	0.05104479831
466	0.99669967	0.05090637144
467	0.99669967	0.0507195481
468	0.99669967	0.05062891183
469	0.99669967	0.05059888049
470	0.99669967	0.05052425079
471	0.99669967	0.05034654174
472	0.99669967	0.05019813348
473	0.99669967	0.05004488788
474	0.99669967	0.04979045591
475	0.99669967	0.04973261162
476	0.99669967	0.04951371295
477	0.99669967	0.04931185479
478	0.99669967	0.04906506289
479	0.99669967	0.048958588
480	0.99669967	0.04881335597
