iter	Recall	Logloss
76	0.3486842105	0.2613024758
77	0.3552631579	0.2592668142
78	0.3552631579	0.2584769161
79	0.3552631579	0.2569615681
80	0.3552631579	0.255587236
81	0.3552631579	0.2543234146
82	0.3618421053	0.2530529822
83	0.3552631579	0.2522585711
84	0.3618421053	0.2511345009
85	0.3684210526	0.2500192078
86	0.375	0.2486724703
87	0.3684210526	0.247699859
88	0.3684210526	0.2461943631
89	0.3684210526	0.2453645518
90	0.375	0.2442867177
91	0.375	0.2432566489
92	0.3815789474	0.2420749499
93	0.3815789474	0.2409077958
94	0.3881578947	0.2397028276
95	0.3881578947	0.2382276906
96	0.4013157895	0.2365421628
97	0.4013157895	0.2356541117
98	0.4078947368	0.2349726673
99	0.4144736842	0.2339237647
100	0.4407894737	0.2326421071
101	0.4473684211	0.2319186029
102	0.4473684211	0.2299815356
103	0.4473684211	0.2288058945
104	0.4473684211	0.2282388741
105	0.4539473684	0.2275725689
106	0.4539473684	0.2265844417
107	0.4671052632	0.2255524563
108	0.4736842105	0.2245481377
109	0.4934210526	0.2233802019
110	0.5	0.2225404323
111	0.5	0.2218694365
112	0.5065789474	0.2208640541
113	0.5065789474	0.2203661705
114	0.5065789474	0.2190445471
115	0.5065789474	0.218361246
116	0.5131578947	0.2173828685
117	0.5131578947	0.2164440753
118	0.5131578947	0.2154030775
119	0.5131578947	0.2143297576
120	0.5197368421	0.2133174384
121	0.5131578947	0.2122809492
122	0.5197368421	0.2113904586
123	0.5328947368	0.21040465
124	0.5328947368	0.210116916
125	0.5328947368	0.2093088678
126	0.5394736842	0.208585149
127	0.5328947368	0.2079870069
128	0.5394736842	0.2069360875
129	0.5328947368	0.2061485714
130	0.5460526316	0.2053264596
131	0.5526315789	0.2042707048
132	0.5592105263	0.2034883314
133	0.5657894737	0.2025526523
134	0.5657894737	0.2016938424
135	0.5592105263	0.2004944093
136	0.5526315789	0.1994376412
137	0.5592105263	0.1983297854
138	0.5723684211	0.1976983722
139	0.5789473684	0.1972338129
140	0.5855263158	0.1966508013
141	0.5855263158	0.1954519376
142	0.5921052632	0.1948988275
143	0.5986842105	0.1941546817
144	0.5921052632	0.193272412
145	0.5986842105	0.1925144118
146	0.6118421053	0.1917451826
147	0.6184210526	0.1914810874
148	0.6184210526	0.1901746143
149	0.6184210526	0.1895672163
150	0.6184210526	0.1889788382
151	0.6315789474	0.1883493785
152	0.6315789474	0.1876351968
153	0.6315789474	0.1872358449
154	0.6381578947	0.1863968984
155	0.6381578947	0.1858492373
156	0.6447368421	0.185134982
157	0.6447368421	0.1843753764
158	0.6513157895	0.1829388721
159	0.6578947368	0.1818386688
160	0.6578947368	0.1812748733
161	0.6644736842	0.1802873207
162	0.6710526316	0.1794042991
163	0.6710526316	0.1789602373
164	0.6776315789	0.178267218
165	0.6776315789	0.1770101932
166	0.6776315789	0.1763823878
167	0.6776315789	0.1758522819
168	0.6842105263	0.1747260276
169	0.6776315789	0.1740050202
170	0.6907894737	0.1734652912
171	0.6973684211	0.1726791734
172	0.6973684211	0.1720200074
173	0.6973684211	0.1715849179
174	0.6973684211	0.170812241
175	0.6973684211	0.1702855075
176	0.6907894737	0.1696183621
177	0.7039473684	0.1688725867
178	0.7105263158	0.1683773711
179	0.7105263158	0.1677058287
180	0.7039473684	0.1666771726
181	0.7105263158	0.1662699328
182	0.7171052632	0.1656754365
183	0.7236842105	0.165098325
184	0.7236842105	0.1645986149
185	0.7236842105	0.1638071922
186	0.7302631579	0.1631670973
187	0.7368421053	0.162519489
188	0.75	0.1617122442
189	0.7434210526	0.1609840132
190	0.7434210526	0.1604631133
191	0.75	0.1595486578
192	0.75	0.1591611255
193	0.75	0.1582582833
194	0.7434210526	0.1574494945
195	0.7565789474	0.1566045931
196	0.7631578947	0.1560502637
197	0.7697368421	0.1556505945
198	0.7697368421	0.1545548203
199	0.7697368421	0.153743976
200	0.7697368421	0.1534035379
201	0.7697368421	0.152966695
202	0.7697368421	0.152153937
203	0.7697368421	0.151620081
204	0.7697368421	0.1508191654
205	0.7697368421	0.1500445185
206	0.7697368421	0.1494808857
207	0.7763157895	0.148574912
208	0.7763157895	0.1482451771
209	0.7763157895	0.1477418037
210	0.7763157895	0.1473868082
211	0.7763157895	0.1469125574
212	0.7763157895	0.1464279398
213	0.7763157895	0.1460615639
214	0.7763157895	0.1452530549
215	0.7763157895	0.1448202548
216	0.7763157895	0.1444471114
217	0.7763157895	0.1438593769
218	0.7763157895	0.143199363
219	0.7763157895	0.1424382281
220	0.7763157895	0.1420343549
221	0.7763157895	0.1413022715
222	0.7763157895	0.1408325542
223	0.7763157895	0.1401058222
224	0.7763157895	0.1396847264
225	0.7894736842	0.1392640491
226	0.7894736842	0.1385435699
227	0.7894736842	0.1379334382
228	0.7960526316	0.1370688488
229	0.8026315789	0.1363735543
230	0.8026315789	0.135669447
231	0.8026315789	0.1348808875
232	0.8092105263	0.1338664699
233	0.8157894737	0.1332737536
234	0.8157894737	0.1325459523
235	0.8223684211	0.1320839235
236	0.8289473684	0.1316509435
237	0.8223684211	0.1309149654
238	0.8289473684	0.1303140751
239	0.8289473684	0.129848623
240	0.8355263158	0.1292373526
241	0.8355263158	0.1285637543
242	0.8355263158	0.1280009347
243	0.8421052632	0.127720168
244	0.8486842105	0.1268885395
245	0.8486842105	0.1262410605
246	0.8486842105	0.1257227362
247	0.8552631579	0.1250653317
248	0.8552631579	0.1247470369
249	0.8552631579	0.1239990424
250	0.8552631579	0.1233246881
251	0.8552631579	0.1230083237
252	0.8552631579	0.1222639174
253	0.8552631579	0.1217559492
254	0.8552631579	0.1213918744
255	0.8618421053	0.1203911077
256	0.8618421053	0.1196716945
257	0.8618421053	0.1192043588
258	0.8618421053	0.1187789937
259	0.8618421053	0.1182576293
260	0.8618421053	0.1176099278
261	0.8618421053	0.1167187809
262	0.8618421053	0.1165723682
263	0.8618421053	0.1162260697
264	0.8618421053	0.1157061322
265	0.8618421053	0.1152271799
266	0.8618421053	0.1148801638
267	0.8618421053	0.1143010834
268	0.8684210526	0.113513655
269	0.8684210526	0.1131078389
270	0.8684210526	0.112432469
271	0.8684210526	0.1118343684
272	0.8684210526	0.1114199014
273	0.8684210526	0.1108634695
274	0.8684210526	0.1104727383
275	0.8684210526	0.1097646117
276	0.8684210526	0.1095312382
277	0.8684210526	0.1091068839
278	0.8684210526	0.108701905
279	0.8684210526	0.1082905333
280	0.875	0.1079194735
281	0.8815789474	0.107493326
282	0.8815789474	0.10685741
283	0.8881578947	0.1064997031
284	0.8881578947	0.1060004535
285	0.8881578947	0.1056533727
286	0.8881578947	0.1052596759
287	0.8947368421	0.1050818983
288	0.8947368421	0.1047020887
289	0.8947368421	0.10420139
290	0.8947368421	0.1037412223
291	0.8947368421	0.1031551798
292	0.8947368421	0.1027158398
293	0.8947368421	0.1023854465
294	0.9013157895	0.102087236
295	0.9078947368	0.1016532059
296	0.9078947368	0.1010935222
297	0.9078947368	0.1008790202
298	0.9144736842	0.1005300114
299	0.9210526316	0.09986863259
300	0.9210526316	0.09946904238
301	0.9276315789	0.09896979008
302	0.9276315789	0.09868819553
303	0.9342105263	0.09828828675
304	0.9342105263	0.09774254773
305	0.9342105263	0.09728567367
306	0.9342105263	0.09698745614
307	0.9342105263	0.09651025572
308	0.9342105263	0.0960752411
309	0.9342105263	0.09569803232
310	0.9342105263	0.09538773491
311	0.9342105263	0.09500364872
312	0.9342105263	0.09474272519
313	0.9342105263	0.09453204828
314	0.9342105263	0.09390669897
315	0.9342105263	0.09359382561
316	0.9342105263	0.09335218388
317	0.9342105263	0.09286766225
318	0.9342105263	0.09230152464
319	0.9342105263	0.09186774733
320	0.9407894737	0.09164764027
321	0.9407894737	0.09158318904
322	0.9407894737	0.0914382805
323	0.9473684211	0.0910403814
324	0.9473684211	0.09096112953
325	0.9473684211	0.0906634327
326	0.9539473684	0.08999411646
327	0.9539473684	0.08959652863
328	0.9539473684	0.08936007285
329	0.9539473684	0.08917336028
330	0.9539473684	0.08860036353
331	0.9539473684	0.08825570319
332	0.9539473684	0.08799380219
333	0.9539473684	0.08772202141
334	0.9539473684	0.08754626651
335	0.9539473684	0.08713379752
336	0.9539473684	0.08672214611
337	0.9539473684	0.08643398785
338	0.9539473684	0.08606395877
339	0.9539473684	0.08586131657
340	0.9539473684	0.08544390795
341	0.9539473684	0.08502252165
342	0.9539473684	0.08467339118
343	0.9539473684	0.08428022001
344	0.9539473684	0.0838751137
345	0.9539473684	0.08358627474
346	0.9539473684	0.08316023314
347	0.9539473684	0.08282834364
348	0.9539473684	0.0825975798
349	0.9539473684	0.08250939306
350	0.9605263158	0.08214250917
351	0.9605263158	0.08190840341
352	0.9605263158	0.08164736859
353	0.9605263158	0.0812477576
354	0.9605263158	0.0808949745
355	0.9605263158	0.08043125267
356	0.9605263158	0.08035762746
357	0.9605263158	0.08002641653
358	0.9605263158	0.07958920178
359	0.9605263158	0.07914940482
360	0.9605263158	0.07880154742
361	0.9605263158	0.07849238559
362	0.9605263158	0.07819294072
363	0.9605263158	0.07794982356
364	0.9605263158	0.07782587351
365	0.9605263158	0.07729641866
366	0.9605263158	0.07718109022
367	0.9605263158	0.07676740312
368	0.9605263158	0.07642023836
369	0.9605263158	0.07599066918
370	0.9605263158	0.07571045353
371	0.9605263158	0.07548410483
372	0.9605263158	0.07523549892
373	0.9605263158	0.07501765858
374	0.9605263158	0.07470404306
375	0.9605263158	0.07428294598
376	0.9605263158	0.07396924064
377	0.9605263158	0.07364729091
378	0.9605263158	0.07357988685
379	0.9605263158	0.07325742591
380	0.9605263158	0.07288984013
381	0.9605263158	0.07262715172
382	0.9605263158	0.0724231396
383	0.9605263158	0.07233763981
384	0.9671052632	0.07201983718
385	0.9671052632	0.07177664512
386	0.9671052632	0.07160371105
387	0.9671052632	0.07129474763
388	0.9671052632	0.07089110909
389	0.9671052632	0.07055433053
390	0.9671052632	0.07014917531
391	0.9671052632	0.06990538155
392	0.9671052632	0.06980311047
393	0.9671052632	0.06961753054
394	0.9671052632	0.06925322783
395	0.9671052632	0.06908626875
396	0.9671052632	0.06886615921
397	0.9671052632	0.0685397089
398	0.9671052632	0.06816542614
399	0.9671052632	0.06792405301
400	0.9671052632	0.06775912277
401	0.9671052632	0.0673847594
402	0.9671052632	0.06712330079
403	0.9671052632	0.06674112513
404	0.9671052632	0.06651660517
405	0.9671052632	0.06616323417
406	0.9671052632	0.06586092302
407	0.9671052632	0.06545746552
408	0.9671052632	0.06517824472
409	0.9671052632	0.06489819694
410	0.9671052632	0.06468135923
411	0.9671052632	0.06436696436
412	0.9671052632	0.06402630387
413	0.9671052632	0.06386032031
414	0.9671052632	0.06361640342
415	0.9671052632	0.06339763548
416	0.9736842105	0.06302943141
417	0.9736842105	0.06276583247
418	0.9736842105	0.06268213128
419	0.9736842105	0.06247214642
420	0.9736842105	0.06210307019
421	0.9736842105	0.06171130097
422	0.9736842105	0.06157421544
423	0.9736842105	0.06135674112
424	0.9736842105	0.06131372074
425	0.9736842105	0.06092726627
426	0.9736842105	0.06085356388
427	0.9736842105	0.06054661749
428	0.9736842105	0.06025422665
429	0.9736842105	0.06022409747
430	0.9736842105	0.05995019814
431	0.9802631579	0.05967575615
432	0.9802631579	0.05945357164
433	0.9802631579	0.05921840434
434	0.9802631579	0.05887610947
435	0.9802631579	0.05874070726
436	0.9802631579	0.05857598438
437	0.9802631579	0.05850937661
438	0.9802631579	0.05837869861
439	0.9802631579	0.05824099896
440	0.9802631579	0.05808102611
441	0.9802631579	0.05788578158
442	0.9802631579	0.05757489139
443	0.9802631579	0.05736188089
444	0.9802631579	0.057237466
445	0.9802631579	0.05702104075
446	0.9868421053	0.05675586647
447	0.9868421053	0.05660868506
448	0.9868421053	0.05652432561
449	0.9868421053	0.05625581643
450	0.9868421053	0.05602572904
451	0.9868421053	0.05569358372
452	0.9934210526	0.0554517773
453	0.9934210526	0.0552489782
454	0.9934210526	0.05494592127
455	0.9934210526	0.0546648747
456	0.9934210526	0.05460327179
457	0.9934210526	0.05458761116
458	0.9934210526	0.05434664896
459	0.9934210526	0.05413607425
460	0.9934210526	0.0539320595
461	0.9934210526	0.05381889162
462	0.9934210526	0.05358436169
463	0.9934210526	0.05338373914
464	0.9934210526	0.05328079514
465	0.9934210526	0.05305019758
466	0.9934210526	0.05298533712
467	0.9934210526	0.05277031562
468	0.9934210526	0.05253711669
469	0.9934210526	0.05247792488
470	0.9934210526	0.05219514374
471	0.9934210526	0.0520512605
472	0.9934210526	0.05189718697
473	0.9934210526	0.05174962385
474	0.9934210526	0.05152978772
475	0.9934210526	0.05135285077
476	0.9934210526	0.05125433382
477	0.9934210526	0.05108161343
478	0.9934210526	0.05082148796
479	0.9934210526	0.05069012884
480	0.9934210526	0.05046874299
481	0.9934210526	0.05037102399
482	0.9934210526	0.05021327238
483	0.9934210526	0.05015603266
484	0.9934210526	0.04992257927
485	0.9934210526	0.04970236596
486	0.9934210526	0.04948340693
487	0.9934210526	0.04923508696
488	0.9934210526	0.04913615511
489	0.9934210526	0.04897893097
490	0.9934210526	0.04885652505
491	0.9934210526	0.0487073041
492	0.9934210526	0.04857398136
493	0.9934210526	0.04838908056
494	0.9934210526	0.04817762116
495	0.9934210526	0.04793979346
496	0.9934210526	0.04775597775
497	0.9934210526	0.04759015349
498	0.9934210526	0.04740263415
499	0.9934210526	0.04733474801
500	0.9934210526	0.04721678936
501	0.9934210526	0.04697782384
502	0.9934210526	0.04681670488
503	0.9934210526	0.04667198454
504	0.9934210526	0.04659363399
505	0.9934210526	0.04644776679
506	0.9934210526	0.04643568974
507	0.9934210526	0.04632873098
508	0.9934210526	0.04615344896
509	0.9934210526	0.04599073508
510	0.9934210526	0.0458566262
511	0.9934210526	0.04565639268
512	0.9934210526	0.04549308782
513	0.9934210526	0.04524973181
514	0.9934210526	0.0450450573
515	0.9934210526	0.0448898049
516	0.9934210526	0.04474546143
517	0.9934210526	0.04466882936
518	0.9934210526	0.04449363251
519	0.9934210526	0.04433498381
520	0.9934210526	0.04426536106
521	0.9934210526	0.04409505696
522	0.9934210526	0.04401139809
523	0.9934210526	0.0438481294
524	0.9934210526	0.04370746531
525	0.9934210526	0.04357828473
526	0.9934210526	0.04339869348
527	0.9934210526	0.04322022214
528	1	0.04302498694
529	1	0.04283891229
530	1	0.04271905702
531	1	0.04256049378
532	1	0.04235528871
533	1	0.04221432539
534	1	0.04201228936
535	1	0.041854704
536	1	0.0417070973
537	1	0.04163997648
538	1	0.04145893903
539	1	0.04139480698
540	1	0.04128785838
541	1	0.04115130974
542	1	0.04100116727
543	1	0.04083150409
544	1	0.04066415945
545	1	0.04047711194
546	1	0.04033528328
547	1	0.04032157499
548	1	0.04021687834
549	1	0.0400323949
550	1	0.03994298102
551	1	0.03983490022
552	1	0.039729524
553	1	0.03961258355
554	1	0.03946998964
555	1	0.03938531417
556	1	0.03924812399
557	1	0.03910429924
558	1	0.03897554187
559	1	0.03891357756
560	1	0.03876954177
561	1	0.03867318583
562	1	0.03851477772
563	1	0.03834454312
564	1	0.03825508824
565	1	0.03822746097
566	1	0.0381627841
567	1	0.03807041487
568	1	0.03805862032
569	1	0.03786307085
570	1	0.03772750176
571	1	0.03762710093
572	1	0.03756254695
573	1	0.03745179281
574	1	0.03737433527
575	1	0.03728031007
576	1	0.03717042833
577	1	0.03703161483
578	1	0.03694509728
579	1	0.03689108693
580	1	0.03680394432
581	1	0.03668980397
582	1	0.03655643939
583	1	0.03642781214
584	1	0.03634397552
585	1	0.03617900002
586	1	0.03614041961
587	1	0.03609221632
588	1	0.03603481204
589	1	0.03593065089
590	1	0.03579061722
591	1	0.03569417389
592	1	0.0356374335
593	1	0.03549845854
594	1	0.03535961369
595	1	0.03528067184
596	1	0.03524822777
597	1	0.03524227345
598	1	0.03521791881
599	1	0.03510907449
600	1	0.03501297273
601	1	0.03491643953
602	1	0.0348118612
603	1	0.03476615549
604	1	0.03469258885
605	1	0.03458670232
606	1	0.03446301696
607	1	0.03445436597
608	1	0.03434731209
609	1	0.03422195287
610	1	0.03414656855
611	1	0.03411396885
612	1	0.03406021493
613	1	0.03400039671
614	1	0.03388148124
615	1	0.0338676221
616	1	0.03384630399
617	1	0.0336698058
618	1	0.03359708922
619	1	0.0334514202
620	1	0.03340665731
621	1	0.03324006459
622	1	0.03314068287
623	1	0.03305945081
624	1	0.03292649739
625	1	0.03287873729
626	1	0.0328487543
627	1	0.03275272125
628	1	0.03264923262
629	1	0.03257423437
630	1	0.03248095789
631	1	0.03238646234
632	1	0.03226410846
633	1	0.03215813137
634	1	0.0321320279
635	1	0.03205178479
636	1	0.03197182088
637	1	0.03185352013
638	1	0.03172684953
639	1	0.03165337606
640	1	0.03157195347
641	1	0.03148557328
642	1	0.03139983019
643	1	0.0313484004
644	1	0.03127086218
645	1	0.03117142809
646	1	0.03110702425
647	1	0.03103321195
648	1	0.03093171886
649	1	0.03084021921
650	1	0.03078704984
