iter	Passed	Remaining
383	594	953
384	595	951
385	597	950
386	598	948
387	600	946
388	601	945
389	603	943
390	604	941
391	606	940
392	607	938
393	608	936
394	610	934
395	611	933
396	613	931
397	614	929
398	616	928
399	617	926
400	619	924
401	620	923
402	622	921
403	623	920
404	625	918
405	627	917
406	629	917
407	630	915
408	632	913
409	633	911
410	635	910
411	636	908
412	637	906
413	639	905
414	641	903
415	642	902
416	644	900
417	645	898
418	646	897
419	648	895
420	649	893
421	651	891
422	652	890
423	653	888
424	655	886
425	657	885
426	658	883
427	659	882
428	661	880
429	662	878
430	664	876
431	665	875
432	667	873
433	668	871
434	669	870
435	671	868
436	672	866
437	674	865
438	675	863
439	677	861
440	678	860
441	679	858
442	681	856
443	682	854
444	684	853
445	685	851
446	687	850
447	688	848
448	690	846
449	691	845
450	692	843
451	694	841
452	695	839
453	697	838
454	698	836
455	699	835
456	701	833
457	702	831
458	704	830
459	705	828
460	707	826
461	708	825
462	710	823
463	711	821
464	712	820
465	714	818
466	715	816
467	717	815
468	718	813
469	719	811
470	721	810
471	722	808
472	724	806
473	725	805
474	726	803
475	728	801
476	729	800
477	731	798
478	732	796
479	734	795
480	735	793
481	737	792
482	738	790
483	739	788
484	741	787
485	742	785
486	744	783
487	745	782
488	747	780
489	748	778
490	750	777
491	751	775
492	752	774
493	754	772
494	755	770
495	757	769
496	758	767
497	759	765
498	761	764
499	763	763
500	764	761
501	766	760
502	767	758
503	769	756
504	770	755
505	771	753
506	773	751
507	774	750
508	776	748
509	777	747
510	778	745
511	780	743
512	782	742
513	783	740
514	785	739
515	786	737
516	787	735
517	789	734
518	790	732
519	792	731
520	794	730
521	796	729
522	798	727
523	799	726
524	801	724
525	802	723
526	804	721
527	805	720
528	807	718
529	808	717
530	810	715
531	811	713
532	813	712
533	814	710
534	815	709
535	817	707
536	818	705
537	820	704
538	821	702
539	823	701
540	824	699
541	826	698
542	827	696
543	829	694
544	830	693
545	832	691
546	833	690
547	834	688
548	836	687
549	837	685
550	839	683
551	840	682
552	842	680
553	843	679
554	845	677
555	846	676
556	848	674
557	849	673
558	851	671
559	852	669
560	854	668
561	855	666
562	856	665
563	858	663
564	859	662
565	861	660
566	862	658
567	864	657
568	865	655
569	867	654
570	868	652
571	869	650
572	871	649
573	872	647
574	874	646
575	876	644
576	877	643
577	879	641
578	880	640
579	881	638
580	883	637
581	884	635
582	886	633
583	887	632
584	889	630
585	890	629
586	891	627
587	893	625
588	894	624
589	896	622
590	897	621
591	899	619
592	900	618
593	902	616
594	903	615
595	905	613
596	906	611
597	907	610
598	909	608
599	910	607
600	912	605
601	913	604
602	915	602
603	916	600
604	918	599
605	919	597
606	920	596
607	922	594
608	923	593
609	925	591
610	926	589
611	928	588
612	929	586
613	931	585
614	932	583
615	933	582
616	935	580
617	936	579
618	938	577
619	939	576
620	941	574
621	943	573
622	944	571
623	945	570
624	947	568
625	948	566
626	950	565
627	951	563
628	953	562
629	954	560
630	955	559
631	957	557
632	958	555
633	960	554
634	961	552
635	963	551
636	964	549
637	966	548
638	967	546
639	968	545
640	970	543
641	971	541
642	973	540
643	974	538
644	976	537
645	977	535
646	978	534
647	980	532
648	981	531
649	983	529
650	984	527
