iter	Recall	Logloss
208	0.7631578947	0.1519121018
209	0.7631578947	0.1513995433
210	0.7631578947	0.1504992405
211	0.7631578947	0.1498913445
212	0.7697368421	0.1489703148
213	0.7697368421	0.1487357515
214	0.7697368421	0.1481558434
215	0.7697368421	0.1476798287
216	0.7697368421	0.1471183301
217	0.7697368421	0.1462011425
218	0.7697368421	0.1453141601
219	0.7763157895	0.1444202243
220	0.7763157895	0.1439265318
221	0.7894736842	0.1431830028
222	0.7894736842	0.1427112613
223	0.7894736842	0.1421484118
224	0.7894736842	0.1413266105
225	0.7894736842	0.140805179
226	0.7960526316	0.1402008831
227	0.7960526316	0.1396219361
228	0.7960526316	0.1390247232
229	0.8026315789	0.1384756542
230	0.8026315789	0.1379483919
231	0.8092105263	0.1373425261
232	0.8092105263	0.1365478539
233	0.8092105263	0.136382527
234	0.8092105263	0.135582658
235	0.8092105263	0.1347566772
236	0.8092105263	0.1342256712
237	0.8157894737	0.1338791297
238	0.8157894737	0.133096009
239	0.8092105263	0.1326600762
240	0.8157894737	0.1322005575
241	0.8223684211	0.1318265387
242	0.8157894737	0.1313233726
243	0.8223684211	0.130626594
244	0.8289473684	0.1302048636
245	0.8289473684	0.1295206312
246	0.8289473684	0.129198828
247	0.8289473684	0.1290789462
248	0.8289473684	0.1281465517
249	0.8355263158	0.1277067114
250	0.8355263158	0.1274429148
251	0.8421052632	0.1267415294
252	0.8421052632	0.1262874792
253	0.8421052632	0.1257416596
254	0.8421052632	0.1252455318
255	0.8421052632	0.1248015153
256	0.8421052632	0.1243635682
257	0.8421052632	0.1235177594
258	0.8421052632	0.1231936848
259	0.8421052632	0.1230192456
260	0.8421052632	0.1229144246
261	0.8552631579	0.1222825318
262	0.8552631579	0.1217092204
263	0.8552631579	0.1212849785
264	0.8618421053	0.1207885341
265	0.8618421053	0.1201431198
266	0.8618421053	0.1196680191
267	0.8618421053	0.1194771812
268	0.8684210526	0.1191739851
269	0.8618421053	0.1188590014
270	0.8618421053	0.1184151587
271	0.8618421053	0.1183439755
272	0.8618421053	0.1181164666
273	0.8618421053	0.1177121663
274	0.8618421053	0.1176260274
275	0.8618421053	0.1170160537
276	0.8618421053	0.1169488793
277	0.875	0.1163555764
278	0.875	0.1159219746
279	0.875	0.1155177461
280	0.875	0.1149537296
281	0.8618421053	0.1142402678
282	0.8618421053	0.1139402748
283	0.8684210526	0.1134097739
284	0.8684210526	0.1124786819
285	0.8684210526	0.1119554096
286	0.875	0.1114625627
287	0.875	0.1110156181
288	0.875	0.1104152263
289	0.875	0.1099703196
290	0.875	0.1093694457
291	0.875	0.108719608
292	0.875	0.1082980319
293	0.875	0.1078928674
294	0.875	0.1076096997
295	0.875	0.1072389012
296	0.875	0.1070746189
297	0.875	0.1069697266
298	0.8815789474	0.1065232186
299	0.8815789474	0.1062080816
300	0.8881578947	0.1058942649
301	0.8881578947	0.1057312605
302	0.8881578947	0.1053322506
303	0.8947368421	0.1048275629
304	0.8947368421	0.1045347579
305	0.8947368421	0.1040449464
306	0.8947368421	0.1037042214
307	0.8947368421	0.1034299499
308	0.8947368421	0.1032176595
309	0.9013157895	0.1028975641
310	0.9013157895	0.1028601246
311	0.9013157895	0.1024338688
312	0.9013157895	0.101861914
313	0.9078947368	0.1014614373
314	0.9078947368	0.1010091123
315	0.9078947368	0.1007698568
316	0.9078947368	0.1002838963
317	0.9078947368	0.1001168732
318	0.9078947368	0.09981462441
319	0.9078947368	0.09953418
320	0.9078947368	0.09906033551
321	0.9078947368	0.09858847959
322	0.9078947368	0.09854446621
323	0.9078947368	0.09841611241
324	0.9078947368	0.09809039511
325	0.9078947368	0.09748677152
326	0.9078947368	0.09739924892
327	0.9078947368	0.09692495082
328	0.9078947368	0.09651668075
329	0.9078947368	0.0961939261
330	0.9078947368	0.09569827691
331	0.9078947368	0.09519203019
332	0.9078947368	0.09489363199
333	0.9078947368	0.09457288548
334	0.9078947368	0.09414594874
335	0.9144736842	0.09375312019
336	0.9144736842	0.09333247601
337	0.9144736842	0.09311846752
338	0.9144736842	0.09258979912
339	0.9144736842	0.09248150523
340	0.9144736842	0.09227718808
341	0.9144736842	0.09204958378
342	0.9144736842	0.09184950848
343	0.9144736842	0.09180919948
344	0.9210526316	0.09144954548
345	0.9276315789	0.09110293695
346	0.9276315789	0.09073425895
347	0.9276315789	0.09038339394
348	0.9276315789	0.09005820339
349	0.9276315789	0.08970615885
350	0.9276315789	0.08965756277
351	0.9276315789	0.08939020322
352	0.9276315789	0.08932017644
353	0.9276315789	0.08881619171
354	0.9276315789	0.08854742209
355	0.9276315789	0.08822524777
356	0.9276315789	0.08788748354
357	0.9276315789	0.08756220302
358	0.9276315789	0.08753413085
359	0.9276315789	0.08719359112
360	0.9276315789	0.08693405404
361	0.9276315789	0.08671409113
362	0.9276315789	0.08638321541
363	0.9407894737	0.08600796562
364	0.9407894737	0.08562462499
365	0.9407894737	0.08536651277
366	0.9407894737	0.08520470307
367	0.9407894737	0.08504801629
368	0.9407894737	0.08474525104
369	0.9407894737	0.08430544481
370	0.9342105263	0.08408391018
371	0.9342105263	0.08382583224
372	0.9407894737	0.08350533521
373	0.9407894737	0.08336722989
374	0.9473684211	0.08276700466
375	0.9473684211	0.08243772275
376	0.9473684211	0.08211361323
377	0.9473684211	0.0816975178
378	0.9473684211	0.08130173553
379	0.9473684211	0.08106441525
380	0.9473684211	0.0807397332
381	0.9473684211	0.08041605078
382	0.9473684211	0.0802745572
383	0.9473684211	0.08001614184
384	0.9473684211	0.07965125323
385	0.9473684211	0.07945648196
386	0.9473684211	0.07908755111
387	0.9473684211	0.07906267346
388	0.9473684211	0.07886346708
389	0.9473684211	0.0785627876
390	0.9473684211	0.07815726997
391	0.9473684211	0.07787209001
392	0.9473684211	0.07739843656
393	0.9473684211	0.07713594735
394	0.9473684211	0.07686255909
395	0.9473684211	0.0765809979
396	0.9473684211	0.07643083249
397	0.9473684211	0.07599254803
398	0.9473684211	0.07562767991
399	0.9473684211	0.07554726235
400	0.9473684211	0.07530528949
401	0.9473684211	0.07492557128
402	0.9473684211	0.07454899138
403	0.9473684211	0.07427860786
404	0.9473684211	0.07387072857
405	0.9473684211	0.07356859912
406	0.9473684211	0.07329315837
407	0.9473684211	0.0729993841
408	0.9473684211	0.07274850868
409	0.9473684211	0.07273544554
410	0.9473684211	0.0724576356
411	0.9473684211	0.07213839078
412	0.9473684211	0.07165704931
413	0.9473684211	0.07132722667
414	0.9473684211	0.07098058348
415	0.9473684211	0.07096951253
416	0.9473684211	0.07068572822
417	0.9473684211	0.07043993593
418	0.9473684211	0.07022718804
419	0.9473684211	0.07020002901
420	0.9473684211	0.07018378388
421	0.9473684211	0.07007979278
422	0.9473684211	0.06961870467
423	0.9473684211	0.06940370383
424	0.9473684211	0.06907367433
425	0.9539473684	0.06881422685
426	0.9539473684	0.06854670469
427	0.9539473684	0.06812811231
428	0.9539473684	0.06789184599
429	0.9539473684	0.06756708594
430	0.9539473684	0.06749834256
431	0.9539473684	0.06733660723
432	0.9539473684	0.06708886213
433	0.9539473684	0.06683876246
434	0.9539473684	0.06664362484
435	0.9539473684	0.06644060877
436	0.9539473684	0.06642834767
437	0.9539473684	0.06616334033
438	0.9539473684	0.06613400525
439	0.9539473684	0.06594440451
440	0.9539473684	0.065750432
441	0.9539473684	0.06547496618
442	0.9539473684	0.06536880179
443	0.9539473684	0.0650340984
444	0.9539473684	0.0648633934
445	0.9539473684	0.06484837234
446	0.9539473684	0.06461490948
447	0.9605263158	0.06433268382
448	0.9605263158	0.06409045373
449	0.9605263158	0.06365833749
450	0.9605263158	0.06345808702
451	0.9605263158	0.06335820787
452	0.9605263158	0.06318875426
453	0.9605263158	0.06296805937
454	0.9605263158	0.06284788448
455	0.9605263158	0.06261154117
456	0.9605263158	0.06260420192
457	0.9605263158	0.06258586304
458	0.9605263158	0.06232964339
459	0.9605263158	0.06205211254
460	0.9605263158	0.06185071371
461	0.9605263158	0.06164943397
462	0.9605263158	0.06156589276
463	0.9605263158	0.06155822731
464	0.9671052632	0.06125576552
465	0.9671052632	0.06123782605
466	0.9605263158	0.06109162125
467	0.9671052632	0.06072069811
468	0.9671052632	0.06041830026
469	0.9671052632	0.0601170532
470	0.9671052632	0.05992081656
471	0.9671052632	0.05974020545
472	0.9671052632	0.05945734106
473	0.9736842105	0.05928479015
474	0.9736842105	0.05918182432
475	0.9802631579	0.059057732
476	0.9736842105	0.05888045222
477	0.9802631579	0.0586161367
478	0.9736842105	0.05847162346
479	0.9736842105	0.05832796811
480	0.9736842105	0.058164351
481	0.9802631579	0.05803480774
482	0.9736842105	0.05793980691
483	0.9802631579	0.05770688922
484	0.9802631579	0.0575005192
485	0.9802631579	0.05733887603
486	0.9802631579	0.05718149428
487	0.9802631579	0.05696784104
488	0.9802631579	0.05668911543
489	0.9802631579	0.05654366942
490	0.9802631579	0.05645465564
491	0.9802631579	0.05627035792
492	0.9802631579	0.05611533591
493	0.9802631579	0.05585438532
494	0.9802631579	0.0556116011
495	0.9802631579	0.05539495523
496	0.9802631579	0.055253646
497	0.9802631579	0.05510810476
498	0.9802631579	0.05497794697
499	0.9802631579	0.05484709317
500	0.9802631579	0.05465348632
501	0.9802631579	0.05458241088
502	0.9802631579	0.05456278733
503	0.9802631579	0.05444329151
504	0.9802631579	0.05431119868
505	0.9802631579	0.05414234974
506	0.9802631579	0.0539805713
507	0.9802631579	0.05395789088
508	0.9802631579	0.05378097215
509	0.9802631579	0.05356939815
510	0.9802631579	0.05334793024
511	0.9802631579	0.05320739565
512	0.9802631579	0.053016029
513	0.9802631579	0.05276466723
514	0.9802631579	0.05260223133
515	0.9802631579	0.05239487827
516	0.9802631579	0.0522030301
517	0.9802631579	0.05207026972
518	0.9802631579	0.05206306067
519	0.9802631579	0.05195231029
520	0.9802631579	0.05174338541
521	0.9802631579	0.05148452771
522	0.9802631579	0.05133183513
523	0.9802631579	0.05115115081
524	0.9802631579	0.05099285437
525	0.9802631579	0.0508195626
526	0.9802631579	0.05066452957
527	0.9802631579	0.05047768161
528	0.9802631579	0.05044736553
529	0.9802631579	0.05026819446
530	0.9802631579	0.05006047281
531	0.9802631579	0.04998827943
532	0.9802631579	0.04980877141
533	0.9802631579	0.04963578122
534	0.9802631579	0.04956700025
535	0.9868421053	0.0493883532
536	0.9868421053	0.04919302971
537	0.9868421053	0.04910399188
538	0.9934210526	0.04896173056
539	1	0.04871638517
540	1	0.04857604502
541	1	0.04847041265
542	1	0.04838310038
543	1	0.04816318737
544	1	0.04807804709
545	1	0.04791490111
546	1	0.0478125357
547	1	0.04750132379
548	1	0.04736584125
549	1	0.04727971381
550	1	0.04715582929
551	1	0.04705529491
552	1	0.04687920325
553	1	0.04677627069
554	1	0.0467089482
555	1	0.04655929844
556	1	0.04644772271
557	1	0.04630104377
558	1	0.04616153987
559	1	0.04604473643
560	1	0.04582736921
561	1	0.04562015197
562	1	0.04560218223
563	1	0.04555906624
564	1	0.04548378562
565	1	0.04533606706
566	1	0.04518653358
567	1	0.04502617701
568	1	0.04497912569
569	1	0.0448856006
570	1	0.04472551051
571	1	0.04459045563
572	1	0.04447206378
573	1	0.04433493534
574	1	0.04414922705
575	1	0.04404130781
576	1	0.04390717599
577	1	0.04369488085
578	1	0.0436173729
579	1	0.04360289765
580	1	0.04346371776
581	1	0.04337886177
582	1	0.04327890803
583	1	0.04312070647
584	1	0.04301914357
585	1	0.04279911704
586	1	0.04258992785
587	1	0.04238055098
588	1	0.04226009752
589	1	0.04217917725
590	1	0.04206335314
591	1	0.04198593787
592	1	0.04189906255
593	1	0.04172522845
594	1	0.04158647377
595	1	0.04152086765
596	1	0.04135842908
597	1	0.04134899156
598	1	0.04121053944
599	1	0.04112347702
600	1	0.04102799459
601	1	0.04088832486
602	1	0.04069822911
603	1	0.04057051985
604	1	0.04053352332
605	1	0.04039333726
606	1	0.04034948854
607	1	0.04015875015
608	1	0.04006847413
609	1	0.03995921306
610	1	0.03989572787
611	1	0.03973355434
612	1	0.03956930016
